Date,Time,ConversationID,ScrubbedUtterance,Intent,IntentConfidence,Bot Response,UserFeedback Sentiment,UserFeedbackComments
18-Jun,15:59,8db05168-3e63-48e0-90d3-d657e7b67eda,i have been diagnosed with cancer. how can workday help,Get_Help_Report_Concern,100%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
18-Jun,16:04,2c4fb89a-6f31-4944-9995-93f1039c6c0a,Tell me a joke,ChatBot_Jokes,100%,What does a Dalmatian say when heâ€™s scratching an itch? Ahh  thatâ€™s the spot.,,
18-Jun,16:05,53e39405-b557-49f7-8232-ec5747c116fa,can you tell me a joke,ChatBot_Jokes,94%,What do you call a dog magician? A labracadabrador.,,
18-Jun,16:05,3166cc22-695a-4355-9783-fbf449af3838,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,16:06,3166cc22-695a-4355-9783-fbf449af3838,how about myself,Submit_Expenses,32%,Looks like you're interested in learning more about expenses and expense reimbursements.,,
18-Jun,16:13,85995e5f-783c-4adf-9e86-42f82bec6a1f,hi Wex,ChatBot_Greetings,99%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,16:13,d3a95dc4-411e-4562-8b79-a6742b301909,can you tell me about espp,Get_Plan_Info,79%,An ESPP is a voluntary benefit plan in which eligible employees may elect to contribute money from their payroll (or contribute directly for Hong Kong) to purchase company stock at a discounted price. Eligible employees may contribute between 1-15% (in 1% increments) of their (1) base salary (not including bonuses and commissions)  or (2) regular hourly wages (for hourly employees) to purchase shares under the ESPP. The contribution is calculated on gross wages  but deducted from after-tax dollars. To learn more including important dates and facts head to the https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000GpgKAAS/page/a7t80000000HFyOAAW?origin=cl|ESPP site,,
18-Jun,16:13,d3a95dc4-411e-4562-8b79-a6742b301909,espp enrollment,Enroll_in_Plan,100%,Happy to talk about ESPP! Workday has two ESPP enrollment periods per year - November and May. Don't worry  you will receive a Workday task in your inbox once the enrollment period opens. If you have more questions  check out the ESPP FAQ https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000GpgKAAS/page/a7t80000000HFyOAAW?origin=cl|here or reach out to our Stock Admin team within Service Hub https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=20c0860449413100d0ae0e069ef85f2b&sysparm_category=c03b4db279387100d0aeae36adbaa297|here.,,
18-Jun,16:20,f53261c6-079e-4536-9576-500df345558a,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,16:21,f0160ae3-a89f-43fc-af61-fe6fe67459c8,how much can i contribute to my 401k if Ive already contributed 2000 with a previous employer,Get_Contribution_Amount,97%,Workday will match 50%  up to 6% of eligible compensation  up to the IRS maximum. The match will be funded on a per pay period basis and you will typically see the match in your account by the Monday after you receive your paycheck. To be eligible to receive the match  you need to actively contribute to Workdayâ€™s 401(k) plan.To maximize your match  make sure you contribute at least 6% of your eligible compensation (pre-tax or Roth) at any time during the year and you will receive the maximum match of 3%.,,
18-Jun,16:22,1fed5f2f-5fec-4ba1-936a-f02874aed2fd,whats the maximum i can contribute to my 401k,View_Contribution_Limit,98%,Sounds like you're interested in learning more about 401(k) contribution limits. Workday will stop your 401(k) contributions once you reach the IRS maximum. If you contributed to another 401(k) plan during the plan year you will need to complete a https://workdayinc.benefitstream.net/sites/default/new-files/WorkdayInc/documents/Prior%20Employer%20401(k)_Limit_Request.pdf|Prior Employer 401(k) Limit Request form so that we can make note of that balance and stop your contributions appropriately.,,
18-Jun,16:24,1fed5f2f-5fec-4ba1-936a-f02874aed2fd,does workday have pre-paid legal benefits,Random_Questions,51%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
18-Jun,16:24,defddd1c-7c50-421a-a5f0-92f6827b1e75,when is open enrollment,Enroll_in_Plan,100%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
18-Jun,16:25,defddd1c-7c50-421a-a5f0-92f6827b1e75,what is the policy number for delta dental,Enroll_in_Plan,74%,Great question! Workday's dental plan provider is Delta Dental. You can enroll in Delta Dental during Open Enrollment or within 30 days of a qualifying life event such as marriage  birth  etc.  Your Delta Dental ID number is on your Dental card. If you don't have this card  you can always log into https://www.deltadentalins.com|DeltaDentalins.com and print a temporary one.,,
18-Jun,16:25,defddd1c-7c50-421a-a5f0-92f6827b1e75,can you get me the number for delta dental,Enroll_in_Plan,87%,Great question! Workday's dental plan provider is Delta Dental. You can enroll in Delta Dental during Open Enrollment or within 30 days of a qualifying life event such as marriage  birth  etc.  Your Delta Dental ID number is on your Dental card. If you don't have this card  you can always log into https://www.deltadentalins.com|DeltaDentalins.com and print a temporary one.,,
18-Jun,16:28,23b14939-b3c9-4978-9767-b432061153b2,what is my deductible for the cigna plan,Get_Plan_Info,65%,To view a summary of your benefit elections  and costs  including medical  dental  vision and 401(k) from your Workday Home page:  1. Click the Benefits application.  2. From the View card  click the Benefit Elections button.   3. Click the Excel icon to download the list in a spreadsheet.   4. Click  the print icon to save as a PDF. Open the PDF and print. To learn more about Workday's benefit plans  visit BenefitStream https://workdayinc.benefitstream.net|here Username: workday Password: welcome2benefits When you make a change to your benefits it may take 1 to 2 payroll periods to see the change reflected on your check. The timing is dependent on when you completed your benefits enrollment task in Workday  the effective date of your enrollments  and the Payroll processing dates. If you'd like us to research your specific situation  please open a ServiceHub ticket via People & Purpose.,,
18-Jun,17:07,0d97422e-8543-4ccd-98c7-0a640e131a3c,Good morning,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,17:15,ae7f2728-94e9-45b7-be3f-065b6bdd9940,how do you add a profile photo in workday,Manage_Personal_Data,69%,To update your personal information (including your Primary Address and Emergency Contacts) navigate to your Worker Profile in Workday. Click the Contact link and select Edit. To update additional contact information navigate to the Personal Information application. Here  you can change your Contact Information   Emergency Contacts  Photo  Legal and Preferred Name  and Business Title.,,
18-Jun,18:23,fd60426c-401f-44a0-963d-773b7c56339c,i just had a baby,Manage_Dependents,63%,Dependent coverage elections can only be changed or stopped if you have experienced a qualifying life event within the past 30 days. Qualifying life events include  but are not limited to  change in marital status  birth  change in residence  or change in employment status for you or your spouse.  If you have experienced a qualifying life event and would like to make changes to your dependent's coverage elections  follow these steps: Click the Benefits application in Workday  Change  Benefits  Select the Qualifying Reason and the Benefit Event Date  Attach support document/s  Submit Once approved  you will receive a task in your Workday Inbox to change your benefits. Dependents who reach the age of 26 will no longer qualify for coverage and will be automatically terminated as of the end of their birthday month.  COBRA information will be provided. For additional information about dependent eligibility  click https://workdayinc.benefitstream.net/your-benefits-28/eligibility|here Username: workday Password: welcome2benefits,,
18-Jun,18:25,c6d53309-68c9-40a8-aafc-1a18fe462e47,mental health benefits,Get_Help_Report_Concern,76%,Our Employee Assistance Program (EAP) is through _MyLifeCoach_ by _Optum_. You and your dependents have access to six short-term  face-to-face counseling sessions per issue. Hereâ€™s how to access _MyLifeCoach_  simply choose the way that works best for you and your family: https://workday.okta.com|Okta Tile: MyLifeCoach - US US Mobile App: _MyLiveAndWorkWell_ (Access Code: *WorkdayUS*) https://www.liveandworkwell.com|LiveAndWorkWell.com (Access Code: *WorkdayUS*) You can also call *1-866-248-4094* anytime for confidential help.,,
18-Jun,19:23,9f4f1af3-7698-47ae-aba1-4b4945a57634,how do i enroll in the limited purpose fsa,Enroll_in_Plan,98%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
19-Jun,20:52,a94e15a5-96b1-4017-850d-033c04601398,where would i go for questions on maternity leave eligability,Request_Leave_of_Absence,98%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,1,Great! I asked for Maternity Leave Options and was given Leavelogic :-) Not specific for Maternity Leave  but still pointing me in the right direction
18-Jun,4:33,60ca526e-cafc-484a-89f5-e6e83849d106,who can i contact in benefits to talk about an issue,Request_Support,99%,Sounds like you want to talk to someone. Please click https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948|here to submit your question or request. Hold tight and we will be in touch shortly.,1,
18-Jun,19:38,7348bb70-5b53-4d9d-94f4-c124b63b2d00,why did the chicken cross the road,Random_Questions,25%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
18-Jun,19:48,560d0570-c683-4607-988e-4083e77b8348,limited fsa,Get_Plan_Info,92%,You can use your Limited Purpose FSA plan to pay for a variety of dental and vision care products and services. The IRS determines which expenses are eligible for reimbursement. To see a list of eligible expenses  please visit the WageWorks website https://www.wageworks.com/employees/support-center/limited-purpose-fsa-eligible-expenses-table|here You can use your Limited Access FSA plan to pay for a variety of dental and vision care products and services. The IRS determines which expenses are eligible for reimbursement. To see a list of eligible expenses  please visit the WageWorks website https://www.wageworks.com/employees/support-center/limited-purpose-fsa-eligible-expenses-table|here,,
18-Jun,19:48,560d0570-c683-4607-988e-4083e77b8348,limited purpose fsa,Get_Plan_Info,96%,You can use your Limited Purpose FSA plan to pay for a variety of dental and vision care products and services. The IRS determines which expenses are eligible for reimbursement. To see a list of eligible expenses  please visit the WageWorks website https://www.wageworks.com/employees/support-center/limited-purpose-fsa-eligible-expenses-table|here You can use your Limited Access FSA plan to pay for a variety of dental and vision care products and services. The IRS determines which expenses are eligible for reimbursement. To see a list of eligible expenses  please visit the WageWorks website https://www.wageworks.com/employees/support-center/limited-purpose-fsa-eligible-expenses-table|here,,
18-Jun,19:49,560d0570-c683-4607-988e-4083e77b8348,how do i enroll in limited purpose fsa,Enroll_in_Plan,98%,I am glad you asked! You can enroll in the Limited Purpose FSA if you are enrolled in an HSA plan. However  you can only use your contributions in the Limited Purpose FSA for eligible dental and vision expenses. Click https://www.wageworks.com/employees/support-center/limited-purpose-fsa-eligible-expenses-table|here for a list of eligible Limited FSA expenses.,,
18-Jun,20:16,0c1974a5-3cea-4d44-9b41-1e7e4a5003ab,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,20:50,20a3355e-78ea-44a3-bc83-7cecd915e120,hi Wex,ChatBot_Greetings,99%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,20:50,20a3355e-78ea-44a3-bc83-7cecd915e120,fitness program,Enroll_in_Plan,100%,Workday wants to help you stay healthy and reach your fitness goals! We have a fitness reimbursement program that allows you to expense $50 per month (USD) on eligible fitness expenses.   To enroll in the fitness program:   1. Log into Workday   2. Select your Benefits icon  3. Select Change  Benefits  4. Select the Benefit Event type Add/Remove Fitness Program and Benefit Event Date  5. Attach supporting documents  6. Submit For more info  check out https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent?origin=ac#/site/a7x80000000006hAAA/page/a7t800000000A6oAAE|Workday's Fitness Program or you can view the https://wd5.myworkday.com/workday/d/inst/17498$1077/rel-task/2998$28786.htmld|Workday Learning job aid. If you're having any trouble enrolling  submit a https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948&sysparm_category=e15706fc0a0a0aa7007fc21e1ab70c2f|Service Hub request.,,
18-Jun,20:51,fa60d5f6-34ca-4aeb-b87c-3a26b0cc1ecf,why do i have to submit request every time for fitness program,Enroll_in_Plan,85%,Workday wants to help you stay healthy and reach your fitness goals! We have a fitness reimbursement program that allows you to expense $50 per month (USD) on eligible fitness expenses.   To enroll in the fitness program:   1. Log into Workday   2. Select your Benefits icon  3. Select Change  Benefits  4. Select the Benefit Event type Add/Remove Fitness Program and Benefit Event Date  5. Attach supporting documents  6. Submit For more info  check out https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent?origin=ac#/site/a7x80000000006hAAA/page/a7t800000000A6oAAE|Workday's Fitness Program or you can view the https://wd5.myworkday.com/workday/d/inst/17498$1077/rel-task/2998$28786.htmld|Workday Learning job aid. If you're having any trouble enrolling  submit a https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948&sysparm_category=e15706fc0a0a0aa7007fc21e1ab70c2f|Service Hub request.,,
18-Jun,20:51,20a3355e-78ea-44a3-bc83-7cecd915e120,who is your daddy,ChatBot_Creator,100%,Some of your Workmates helped program me and are constantly helping me improve: â€¢ *Workday on Workday*: Colin Forth  Debra Silvas  Monte George  Fernando Avalos  Frank Chang  Samuel Huber  Andrew Chappell â€¢ *People & Purpose*: Inna Landman  Mike Asbery  Charles Stewart  Matt Murata  Jackie Wai  Cherisse Gill And a special thank you to these folks as well. Without them  I would have never become a Workmate: Derek DeCesare  Tim Moots  Nate Hundt  Vu Le  Tony Zermeno  Christy Powell  Christopher Collins  Jonny Rojas  Alison Smith  Bhaskar Reddy Telkala,,
18-Jun,20:51,20a3355e-78ea-44a3-bc83-7cecd915e120,tell me a joke,ChatBot_Jokes,100%,What kind of dog does Dracula have? A bloodhound.,,
18-Jun,21:10,3f6d1892-bbd1-4e70-b0e7-cb7d25ec874e,what is Wex,ChatBot_What_To_Ask,59%,I'm Wex  your Workday Expert  and am available at all times to answer your People & Purpose Questions!,,
18-Jun,21:10,b65c07dc-9392-4e0a-9e1c-0c2034b0bc27,how do i file an expense report,Submit_Expenses,99%,Happy to help point you in the right direction! Check out our https://wd5.myworkday.com/workday/d/inst/17816$1133/rel-task/2998$29489.htmld|Workday Expense Report Training to learn how to submit an expense report in Workday and learn how-to:  Create and navigate Workday expense reports Understand how to use the various expense reporting tools Use the Workday mobile app to capture expenses Import and merge mobile expenses Import and itemize corporate card transactions,,
18-Jun,21:10,3f6d1892-bbd1-4e70-b0e7-cb7d25ec874e,Submit travel expense,Submit_Expenses,100%,To learn more about Travel at Workday  head to our https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteDashboard?origin=ac&siteId=a7x80000000004aAAA|Travel site. You'll find: https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004aAAA/page/a7t8000000009nNAAQ|Travel & Expense Policy FAQs https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004aAAA/page/a7t8000000000IDAAY|Workday Travel & Expense Policy Click https://wd5.myworkday.com/workday/d/inst/17816$1133/rel-task/2998$29489.htmld|here and learn more about using Workday's corporate card and submitting expenses.,,
18-Jun,21:10,8d0fc9d3-4ce2-4585-b205-7439b2751caf,hsa card,Get_Card,100%,Happy to help! You can apply for the Fidelity HSA Debit Card for yourself and your dependents online. You will need to complete the Fidelity HSA Debit Card Application directly on https://nb.fidelity.com/public/nb/default/home|Fidelity (under Health Savings Account Forms). You should receive your HSA debit card within 10 business days. If you have misplaced your card and need to order a new one  please contact Fidelity immediately at 888-377-0323. To order additional cards  or replace a damaged card  click https://www.fidelity.com/customer-service/atm-debit-hsa-overview|here for details.,,
18-Jun,21:12,a536c700-5385-410a-9519-ee55dfe21496,holiday schedule,Understand_Generally,100%,The Workday Holiday schedule can be found https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004zAAA/page/a7t8000000000M2AAI|here.,,
18-Jun,21:39,cc5d43ea-4a88-4d90-8678-29c18bba19b5,hi Wex,ChatBot_Greetings,99%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,21:39,cc5d43ea-4a88-4d90-8678-29c18bba19b5,can you tell me a joke,ChatBot_Jokes,94%,Did you hear about the dog who had puppies on the sidewalk? She was ticketed for littering.,,
18-Jun,21:40,f8382032-31e3-498d-a5ca-099623e0adb4,haha,ChatBot_Jokes,38%,What do you call a dog with a Rolex? A watch dog.,,
18-Jun,21:44,22e81a16-3e6c-4617-b893-a66b91b33ee8,Tell me a joke,ChatBot_Jokes,100%,What do you get if you cross a Beatle and an Australian dog? Dingo Starr.,,
18-Jun,21:48,22e81a16-3e6c-4617-b893-a66b91b33ee8,another Joke please,ChatBot_Jokes,92%,How does a dog stop a TV show? He presses paws.,,
19-Jun,18:02,26090d34-b18d-419c-be2e-7b64bdf182ef,how do i get my fitness reimbursement,Submit_Expenses,99%,Happy to help you with your Fitness Program reimbursement. Follow these https://wd5.myworkday.com/workday/d/inst/17498$1077/rel-task/2998$28786.htmld|step-by step instructions to submit an expense report. No need to submit receipts  but keep a copy of them in case they are requested. Interested in a list of eligible expenses? Learn more about https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent?origin=ac#/site/a7x80000000006hAAA/page/a7t800000000A6oAAE|Workday's Fitness Program.,1,Answered fitness program reimbursement with correct links
18-Jun,21:54,bc46fdc9-1205-4958-8539-41d6e61fbadc,my name is Andrew,ChatBot_PII_Response,96%,Important call-out here... while I won't be processing it or saving it  please remember to avoid sharing any Personally Identifiable Information (PII)  such as *Names*  *Dates of Birth*  *Phone Numbers*  and *Social Security Numbers*. Unfortunately  I can't tell if there is PII information present in *Email Addresses*  *Hyperlinks*  or *Images* yet  so I also cannot respond to that information. Thank you for your support on this.,,
18-Jun,21:58,99c26ad8-a617-4418-ba49-2c1b389fceed,agent agent agent,Request_Support,100%,Sounds like you want to talk to someone. Please click https://workday.service-now.com/servicehub?id=sc_cat_item&sys_id=50303249dbcd3f00b89d7e88f4961948|here to submit your question or request. Hold tight and we will be in touch shortly.,,
18-Jun,22:06,bbc77a93-1e44-405e-ac7d-7f781ad1337d,perks,Random_Questions,32%,I don't know the answer to that right now but my fellow Workmates are constantly teaching me new things to help me improve.,,
18-Jun,22:06,bbc77a93-1e44-405e-ac7d-7f781ad1337d,pet insurance,Enroll_in_Plan,100%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
18-Jun,22:06,30656694-f6fb-448a-9c4e-a29fc0410a55,wex make me laugh,ChatBot_Jokes,87%,What do you call a large dog that meditates? Aware wolf.,,
18-Jun,22:07,bbc77a93-1e44-405e-ac7d-7f781ad1337d,orange theory,Random_Questions,100%,That's not something I've learned about yet. Is there anything else I can help you with?,,
18-Jun,22:35,ab9e35bb-51b7-474d-be67-4c223969573a,i have a question,ChatBot_What_To_Ask,100%,I'm Wex  your Workday Expert  and am available at all times to answer your People & Purpose Questions!,,
18-Jun,22:57,62de9385-79db-4c5a-8b23-1067a788ed45,hi Wex,ChatBot_Greetings,99%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,22:57,e239683c-e32c-47d6-a801-3815d8a440ea,can you tell me a joke,ChatBot_Jokes,94%,What type of dog doesn't bark? A hush puppy.,,
18-Jun,23:07,e014a872-f599-4bf4-9b1f-2a3224baacaa,is derek d in thehouse,Manage_Personal_Data,33%,To update your personal information (including your Primary Address and Emergency Contacts) navigate to your Worker Profile in Workday. Click the Contact link and select Edit. To update additional contact information navigate to the Personal Information application. Here  you can change your Contact Information   Emergency Contacts  Photo  Legal and Preferred Name  and Business Title.,,
18-Jun,23:10,ae47896e-0211-4ed2-8293-e832cd6d5a2f,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
18-Jun,23:12,ae47896e-0211-4ed2-8293-e832cd6d5a2f,who is wex,ChatBot_Creator,43%,Some of your Workmates helped program me and are constantly helping me improve: â€¢ *Workday on Workday*: Colin Forth  Debra Silvas  Monte George  Fernando Avalos  Frank Chang  Samuel Huber  Andrew Chappell â€¢ *People & Purpose*: Inna Landman  Mike Asbery  Charles Stewart  Matt Murata  Jackie Wai  Cherisse Gill And a special thank you to these folks as well. Without them  I would have never become a Workmate: Derek DeCesare  Tim Moots  Nate Hundt  Vu Le  Tony Zermeno  Christy Powell  Christopher Collins  Jonny Rojas  Alison Smith  Bhaskar Reddy Telkala,,
19-Jun,1:00,41f2faa4-310f-47d8-96cf-2d77c4ee66ca,Tell me about the legal benefit,Get_Plan_Info,84%,To view a summary of your benefit elections  and costs  including medical  dental  vision and 401(k) from your Workday Home page:  1. Click the Benefits application.  2. From the View card  click the Benefit Elections button.   3. Click the Excel icon to download the list in a spreadsheet.   4. Click  the print icon to save as a PDF. Open the PDF and print. To learn more about Workday's benefit plans  visit BenefitStream https://workdayinc.benefitstream.net|here Username: workday Password: welcome2benefits When you make a change to your benefits it may take 1 to 2 payroll periods to see the change reflected on your check. The timing is dependent on when you completed your benefits enrollment task in Workday  the effective date of your enrollments  and the Payroll processing dates. If you'd like us to research your specific situation  please open a ServiceHub ticket via People & Purpose.,,
19-Jun,1:01,41f2faa4-310f-47d8-96cf-2d77c4ee66ca,are there new benefits,Enroll_in_Plan,57%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
19-Jun,1:12,25279757-3d87-4faf-a474-1383d31cbb90,Tell me a joke,ChatBot_Jokes,100%,What do you get if you cross a Beatle and an Australian dog? Dingo Starr.,,
19-Jun,1:12,25279757-3d87-4faf-a474-1383d31cbb90,Tell me a joke,ChatBot_Jokes,100%,What does a Dalmatian say when heâ€™s scratching an itch? Ahh  thatâ€™s the spot.,,
19-Jun,1:12,25279757-3d87-4faf-a474-1383d31cbb90,Joke,ChatBot_Jokes,100%,What do you call a dog magician? A labracadabrador.,,
19-Jun,1:13,25279757-3d87-4faf-a474-1383d31cbb90,Joke,ChatBot_Jokes,100%,What type of dog doesn't bark? A hush puppy.,,
19-Jun,1:13,a6d6e321-5c47-4f94-a069-0bd6ba7f1674,Joke,ChatBot_Jokes,100%,What do you call a large dog that meditates? Aware wolf.,,
19-Jun,1:14,31e05afd-e9b9-4153-bce7-445c9d7d2fd5,Tell me about 401k,Get_Plan_Info,100%,All 401k elections and changes must be made within Fidelity to be reflected in Workday.  Workday will match 50%  up to 6% of eligible compensation  up to the IRS maximum. The match will be funded on a per pay period basis and you will typically see the match in your account by the Monday after you receive your paycheck. To be eligible to receive the match  you need to actively contribute to Workdayâ€™s 401(k) plan. To maximize your match  make sure you contribute at least 6% of your eligible compensation (pre-tax or Roth) at any time during the year and you will receive the maximum match of 3%. For additional information  visit the 401(k) Match Enhancement Workspace page https://workday--simpplr.na68.visual.force.com/apex/Simpplr__SiteContent#/site/a7x80000000004uAAA/page/a7t80000000D17xAAC|here,,
19-Jun,1:19,a88d6b20-28e8-407b-afbf-117629fb2754,what about my dog,ChatBot_Dog_Type,71%,I'm a Workday guide dog.,,
19-Jun,1:20,a88d6b20-28e8-407b-afbf-117629fb2754,pet insurance,Enroll_in_Plan,100%,Lets talk about enrolling in benefits! Workday's next Open Enrollment period is November 1-15  2019. Additional details will be sent via email as the date approaches. For step-by-step instructions on how to enroll in your benefits  check out our training options: https://wd5.myworkday.com/workday/d/inst/17498$1151/rel-task/2998$28786.htmld|Desktop https://wd5.myworkday.com/workday/d/inst/17498$1210/rel-task/2998$28786.htmld|Mobile If you do not make any changes during Open Enrollment  your current elections will rollover to the following plan year. With the exception of the FSA plans (Healthcare  Limited Purpose  and Dependent Care)  active election is required in order to participate in the FSA plans each year  as prior year elections do not carry over.,,
19-Jun,9:04,42970c9f-3f1d-49db-96c8-64ebce7c5191,how many days off am i entitle to,Request_Leave_of_Absence,47%,Workday recognizes there may be times when you need to take a leave of absence to attend to a medical condition  bond with a new child  take care of an ill or injured family member  or take time off for other circumstances.   You can find additional information about the different types of leaves available to you at https://workdayinc.benefitstream.net/leave-absence-5|BenefitStream.net.  Username: workday Password: welcome2benefits You may also plan a leave of absence  learn more about leaves and your benefits related to leaves  and file a leave claim by visiting LeaveLogic at https://workday.leavelogic.com|Workday LeaveLogic. If would like to speak to someone about a leave of absence you can contact Unum  Workday's leave of absence administrator  at 1.866.865.9092 or 1.207.575.0680.,,
19-Jun,14:09,a2085f89-47e6-4144-84a0-c22437ed8c0f,Tell me a joke,ChatBot_Jokes,100%,What do you get if you cross a Beatle and an Australian dog? Dingo Starr.,,
19-Jun,14:09,3ad33350-74bd-406f-a293-63fc03716b53,Joke,ChatBot_Jokes,100%,What does a Dalmatian say when heâ€™s scratching an itch? Ahh  thatâ€™s the spot.,,
19-Jun,14:09,3ad33350-74bd-406f-a293-63fc03716b53,Joke,ChatBot_Jokes,100%,How does a dog stop a TV show? He presses paws.,,
19-Jun,17:06,92117ea5-830d-4885-a903-737e875af54f,do we get the 5th off,ChatBot_Goodbyes,73%,Goodbye! Hope to see you soon!,,
19-Jun,18:02,e6fb612e-d38b-4a7e-b9b2-5a9d84f19ede,hello,ChatBot_Greetings,100%,Hi! I'm Wex  your Workday Expert  and I am here to answer your People & Purpose questions!,,
